ImageId,URL,x1,y1,x2,y2,TrueLabel,TargetClass,OriginalLandingURL,License,Author,AuthorProfileURL,,,,
c819099fed6f0d73,https://c1.staticflickr.com/1/126/31638424475_3b36f926b1_o.jpg,0.329912023,0,0.98973607,1,962,777,https://www.flickr.com/photos/djackmanson/31638424475,https://creativecommons.org/licenses/by/2.0/,David Jackmanson,https://www.flickr.com/people/djackmanson/,,,,
4b384c8247b56c0a,https://c1.staticflickr.com/9/8526/28626152335_955398ef80_o.jpg,0,0.25,0.5,1,542,925,https://www.flickr.com/photos/virtualpainter/28626152335,https://creativecommons.org/licenses/by/2.0/,Taka Umemura,https://www.flickr.com/people/virtualpainter/,,,,
62ebd5f7ce015380,https://c1.staticflickr.com/9/8832/28846755931_9e77600319_o.jpg,0,0,0.66226138,1,631,692,https://www.flickr.com/photos/spera-designerschuhe/28846755931,https://creativecommons.org/licenses/by/2.0/,"SPERA.de Designerschuhe, Taschen und Accessoires",https://www.flickr.com/people/spera-designerschuhe/,,,,
f24817d66024dfb6,https://c1.staticflickr.com/8/7286/28064769996_6bf78b5810_o.jpg,0,0,0.5,0.75,742,740,https://www.flickr.com/photos/jdlasica/28064769996,https://creativecommons.org/licenses/by/2.0/,JD Lasica,https://www.flickr.com/people/jdlasica/,,,,
1b57d7bbd673c771,https://c1.staticflickr.com/9/8024/29035810873_9be68318c4_o.jpg,0.5,0.25,1,1,423,927,https://www.flickr.com/photos/fotosagenciabrasil/29035810873/,https://creativecommons.org/licenses/by/2.0/,Ag\303\252ncia Brasil Fotografias,https://www.flickr.com/people/fotosagenciabrasil/,,,,
a2de1f4f2c1021fa,https://c1.staticflickr.com/9/8598/29005552090_ee38f841ac_o.jpg,0.25,0.25,1,1,456,185,https://www.flickr.com/photos/sillygwailo/29005552090/,https://creativecommons.org/licenses/by/2.0/,Richard Eriksson,https://www.flickr.com/people/sillygwailo/,,,,
3e7b01ba495f15f9,https://c1.staticflickr.com/8/7366/26897189910_049b6377e0_o.jpg,0,0,0.75,0.601503759,708,410,https://www.flickr.com/photos/darioalvarez/26897189910,https://creativecommons.org/licenses/by/2.0/,Dario Alvarez,https://www.flickr.com/people/darioalvarez/,,,,
1a264165276e3c85,https://c1.staticflickr.com/8/7327/27500591886_a1b257229e_o.jpg,0.5,0,1,0.75,855,759,https://www.flickr.com/photos/presidentialoffice/27500591886,https://creativecommons.org/licenses/by/2.0/,\347\270\275\347\265\261\345\272\234,https://www.flickr.com/people/presidentialoffice/,,,,
bc9a5e01c02e759e,https://c1.staticflickr.com/8/7575/27719847416_e231168ac1_o.jpg,0,0.28125,0.75,0.84375,923,18,https://www.flickr.com/photos/jimg944/27719847416/,https://creativecommons.org/licenses/by/2.0/,Jim G,https://www.flickr.com/people/jimg944/,,,,
01bdc0cfe670f708,https://c1.staticflickr.com/1/457/31837933011_3e57f56dc9_o.jpg,0,0,0.5,0.75,472,541,https://www.flickr.com/photos/quinet/31837933011,https://creativecommons.org/licenses/by/2.0/,Thomas Quine,https://www.flickr.com/people/quinet/,,,,
6af829a442e2e0e7,https://c1.staticflickr.com/6/5827/30663702381_910aca914a_o.jpg,0.25,0,1,1,130,231,https://www.flickr.com/photos/rusty_clark/30663702381,https://creativecommons.org/licenses/by/2.0/,Rusty Clark ~ 100K Photos,https://www.flickr.com/people/rusty_clark/,,,,

